"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
4,C,8.159343e-001,3.431649e+001,3.030000e+002,1.280000e+002,28,3.418572e-001,3.277006e+002,7.479720e+001,1.721967e+001,6.779847e-001,8.823417e+001,4.571429e+000,3.219941e+000,4.863181e-001
4,D,1.748431e+000,3.431649e+001,1.950000e+002,3.010000e+002,60,3.697043e-001,3.425494e+002,7.384666e+001,1.464195e+001,7.405998e-001,8.398624e+001,5.016667e+000,2.959269e+000,4.983725e-001
4,E,1.748431e+000,3.431649e+001,3.500000e+002,2.060000e+002,60,3.295305e-001,2.829888e+002,7.391657e+001,1.619987e+001,6.216695e-001,8.259122e+001,3.433333e+000,3.191250e+000,4.862412e-001
4,F,2.214679e+000,3.431649e+001,4.300000e+002,3.030000e+002,76,3.377551e-001,3.337750e+002,7.638679e+001,1.850987e+001,5.801736e-001,8.185940e+001,3.986842e+000,2.741244e+000,5.058803e-001
4,G,1.340464e+000,3.431649e+001,2.990000e+002,1.520000e+002,46,3.320327e-001,3.376798e+002,6.190218e+001,1.343321e+001,4.578523e-001,5.990114e+001,3.304348e+000,2.603426e+000,4.975434e-001
5,B,1.282183e+000,3.431649e+001,3.060000e+002,1.540000e+002,44,2.971046e-001,3.401511e+002,6.603746e+001,1.129438e+001,5.574981e-001,7.239731e+001,3.500000e+000,3.839364e+000,4.414492e-001
5,C,1.777571e+000,3.431649e+001,2.740000e+002,2.770000e+002,61,3.673355e-001,3.370195e+002,7.688929e+001,1.731826e+001,7.098682e-001,9.664417e+001,4.540984e+000,3.172372e+000,5.116684e-001
5,D,2.039836e+000,3.431649e+001,2.950000e+002,3.170000e+002,70,3.357962e-001,3.137048e+002,9.011241e+001,2.282212e+001,7.662121e-001,1.060843e+002,4.528571e+000,3.567232e+000,5.424008e-001
5,E,2.418663e+000,3.431649e+001,1.910000e+002,4.500000e+002,83,3.967503e-001,3.223241e+002,7.982427e+001,1.859744e+001,8.828659e-001,9.603434e+001,5.421687e+000,3.222731e+000,5.049588e-001
5,F,2.039836e+000,3.431649e+001,1.740000e+002,3.000000e+002,70,4.128366e-001,3.259250e+002,7.046283e+001,1.544226e+001,6.758905e-001,8.619474e+001,4.285714e+000,3.439310e+000,4.680347e-001
5,G,2.535225e+000,3.431649e+001,3.100000e+002,2.770000e+002,87,3.314873e-001,2.891125e+002,6.948537e+001,1.990598e+001,5.051134e-001,6.424788e+001,3.183908e+000,3.424064e+000,4.475293e-001
6,B,1.369604e+000,3.431649e+001,2.990000e+002,1.960000e+002,47,3.190524e-001,3.564289e+002,7.978887e+001,1.488527e+001,5.865563e-001,8.846952e+001,4.170213e+000,3.044255e+000,5.017700e-001
6,C,1.049058e+000,3.431649e+001,2.260000e+002,1.460000e+002,36,3.564808e-001,3.434981e+002,6.517108e+001,1.539985e+001,5.704238e-001,6.896616e+001,4.055556e+000,3.833722e+000,4.411009e-001
