"","Date","Row","Well","CellLine","Cell.Nucleus","Time","drug","conc","rep","l2","nl2"
"229","20150227","B","B10","A375",542,70.355,"plx",8,25,9.08214904135387,2.43829285157915
"289","20150227","B","B10","A375",858,96.0494,"plx",8,25,9.74483383749955,3.10097764772482
"349","20150227","B","B10","A375",822,120.4186,"plx",8,25,9.68299458368168,3.03913839390696
"409","20150227","B","B10","A375",1261,142.0008,"plx",8,25,10.3003525603282,3.6564963705535
"50","20150227","C","C10","A375",213,0,"plx",8,26,7.73470962022584,0
"110","20150227","C","C10","A375",295,25.9614,"plx",8,26,8.2045711442492,0.469861524023366
"170","20150227","C","C10","A375",408,40.2572,"plx",8,26,8.6724253419715,0.937715721745657
"230","20150227","C","C10","A375",777,70.355,"plx",8,26,9.60177078840771,1.86706116818187
"290","20150227","C","C10","A375",1213,96.0494,"plx",8,26,10.2443638351205,2.50965421489467
"350","20150227","C","C10","A375",1504,120.4186,"plx",8,26,10.5545888516776,2.8198792314518
"410","20150227","C","C10","A375",1744,142.0008,"plx",8,26,10.7681843247769,3.03347470455109
"51","20150227","D","D10","A375",228,0,"plx",8,27,7.83289001416474,0
"111","20150227","D","D10","A375",307,25.9614,"plx",8,27,8.26209484537018,0.429204831205437
"171","20150227","D","D10","A375",401,40.2572,"plx",8,27,8.64745842645492,0.814568412290178
"231","20150227","D","D10","A375",878,70.355,"plx",8,27,9.77807712953536,1.94518711537062
"291","20150227","D","D10","A375",1255,96.0494,"plx",8,27,10.2934716488381,2.46058163467339
"351","20150227","D","D10","A375",1688,120.4186,"plx",8,27,10.7210991887072,2.88820917454244
"411","20150227","D","D10","A375",1963,142.0008,"plx",8,27,10.9388444574662,3.10595444330143
"55","20150227","B","B11","A375",147,0,"plx",8,28,7.19967234483636,0
"115","20150227","B","B11","A375",256,25.9614,"plx",8,28,8,0.800327655163636
"175","20150227","B","B11","A375",317,40.2572,"plx",8,28,8.30833903013941,1.10866668530304
"235","20150227","B","B11","A375",606,70.355,"plx",8,28,9.24317398347295,2.04350163863659
"295","20150227","B","B11","A375",851,96.0494,"plx",8,28,9.73301532168596,2.5333429768496
"355","20150227","B","B11","A375",1069,120.4186,"plx",8,28,10.0620461377205,2.86237379288413
"415","20150227","B","B11","A375",1241,142.0008,"plx",8,28,10.2772874001304,3.07761505529399
